Numéro Étudiant,Nom,Prénom,Age,Filière,Email
ST23406,Petit,Louis,33,Management International,louis.petit@student.edu
ST27081,Dubois,Adam,25,Cybersécurité,adam.dubois@student.edu
ST26679,Bonnet,Hugo,29,Cybersécurité,hugo.bonnet@student.edu
ST26443,Simon,Harper,25,Entrepreneuriat,harper.simon@student.edu
ST21252,Brown,Arthur,23,Business,arthur.brown@student.edu
ST25540,Miller,Sarah,30,Innovation Technologique,sarah.miller@student.edu
ST28270,François,Adam,24,Intelligence Artificielle,adam.françois@student.edu
ST27589,Bertrand,Oliver,23,Innovation Technologique,oliver.bertrand@student.edu
ST20881,Lefevre,Louis,29,Management International,louis.lefevre@student.edu
ST20194,Mercier,Amelia,29,Management International,amelia.mercier@student.edu
ST23052,Bertrand,Adam,20,Entrepreneuriat,adam.bertrand@student.edu
ST22718,Bernard,Sarah,22,Management International,sarah.bernard@student.edu
ST27985,Dubois,Amelia,19,Management International,amelia.dubois@student.edu
ST25517,Martin,Camille,35,Data Science,camille.martin@student.edu
ST23032,Roux,Adam,24,Cybersécurité,adam.roux@student.edu
ST24208,David,Sarah,31,Commerce International,sarah.david@student.edu
ST29690,Legrand,Arthur,32,Data Science,arthur.legrand@student.edu
ST22412,Bonnet,Inès,23,Business,inès.bonnet@student.edu
ST23095,Taylor,Jack,34,Marketing Digital,jack.taylor@student.edu
ST29405,Morel,Camille,31,Cybersécurité,camille.morel@student.edu
ST27237,Vincent,Léo,26,Entrepreneuriat,léo.vincent@student.edu
ST23231,Andre,Camille,25,Commerce International,camille.andre@student.edu
ST22120,Lefebvre,Noah,24,Intelligence Artificielle,noah.lefebvre@student.edu
ST25077,Moore,Inès,28,Entrepreneuriat,inès.moore@student.edu
ST25902,Michel,Nathan,31,Finance,nathan.michel@student.edu
ST23930,Williams,Alice,30,Entrepreneuriat,alice.williams@student.edu
ST25967,Robert,James,28,Finance,james.robert@student.edu
ST24572,Michel,Camille,31,Intelligence Artificielle,camille.michel@student.edu
ST20176,Mercier,Manon,26,Innovation Technologique,manon.mercier@student.edu
ST23529,Morel,Alice,26,Cybersécurité,alice.morel@student.edu
ST26573,François,Alice,33,Management International,alice.françois@student.edu
ST24095,Fournier,Nathan,28,Commerce International,nathan.fournier@student.edu
ST27811,Miller,James,31,Entrepreneuriat,james.miller@student.edu
ST26829,Moore,Harper,27,Business,harper.moore@student.edu
ST21641,Martin,Henry,27,Business,henry.martin@student.edu
ST23697,Richard,Lucas,18,Business,lucas.richard@student.edu
ST23241,Faure,Ethan,25,Management International,ethan.faure@student.edu
ST22842,Lefevre,Sophia,31,Intelligence Artificielle,sophia.lefevre@student.edu
ST27735,Garcia,Chloé,34,Business,chloé.garcia@student.edu
ST29776,Garnier,Nathan,28,Cybersécurité,nathan.garnier@student.edu
ST28555,Moreau,Sophia,26,Management International,sophia.moreau@student.edu
ST27468,Fournier,Liam,21,Entrepreneuriat,liam.fournier@student.edu
ST23859,Richard,Louise,26,Marketing Digital,louise.richard@student.edu
ST22007,Faure,Louis,24,Marketing Digital,louis.faure@student.edu
ST21792,Johnson,Manon,23,Finance,manon.johnson@student.edu
ST22004,Lefevre,Noah,18,Entrepreneuriat,noah.lefevre@student.edu
ST20640,Moreau,Manon,34,Management International,manon.moreau@student.edu
ST28071,Williams,Sophia,31,Management International,sophia.williams@student.edu
ST28559,Martin,Léa,23,Entrepreneuriat,léa.martin@student.edu
ST25947,Lefebvre,Sophia,34,Entrepreneuriat,sophia.lefebvre@student.edu
ST22213,Fournier,Clara,32,Finance,clara.fournier@student.edu
ST24519,Morel,Sofia,27,Marketing Digital,sofia.morel@student.edu
ST24290,Wilson,Benjamin,21,Intelligence Artificielle,benjamin.wilson@student.edu
ST28476,Thomas,Harper,27,Cybersécurité,harper.thomas@student.edu
ST20354,Girard,Noah,21,Commerce International,noah.girard@student.edu
ST23536,Bonnet,James,33,Business,james.bonnet@student.edu
ST26471,David,Chloé,29,Innovation Technologique,chloé.david@student.edu
ST26197,Lefevre,Evelyn,28,Entrepreneuriat,evelyn.lefevre@student.edu
ST22738,Thomas,Olivia,30,Finance,olivia.thomas@student.edu
ST22021,Dubois,Lucas,30,Management International,lucas.dubois@student.edu
ST28762,Martin,Olivia,28,Entrepreneuriat,olivia.martin@student.edu
ST23199,Brown,Manon,34,Marketing Digital,manon.brown@student.edu
ST27922,Jones,Oliver,23,Finance,oliver.jones@student.edu
ST21564,Garnier,Arthur,29,Management International,arthur.garnier@student.edu
ST23599,Girard,Elijah,33,Finance,elijah.girard@student.edu
ST22580,Richard,Charlotte,22,Management International,charlotte.richard@student.edu
ST29565,Andre,Alice,26,Commerce International,alice.andre@student.edu
ST27745,Bertrand,Léo,20,Entrepreneuriat,léo.bertrand@student.edu
ST27966,Lefebvre,Inès,24,Entrepreneuriat,inès.lefebvre@student.edu
ST26133,Andre,Harper,27,Intelligence Artificielle,harper.andre@student.edu
ST22241,Fournier,Adam,18,Data Science,adam.fournier@student.edu
ST22568,Thomas,Camille,22,Intelligence Artificielle,camille.thomas@student.edu
ST21940,Brown,Benjamin,30,Commerce International,benjamin.brown@student.edu
ST21970,Bernard,Liam,35,Data Science,liam.bernard@student.edu
ST23329,Garnier,Liam,31,Innovation Technologique,liam.garnier@student.edu
ST26259,Durand,Chloé,21,Innovation Technologique,chloé.durand@student.edu
ST28420,Brown,Abigail,26,Innovation Technologique,abigail.brown@student.edu
ST22085,Faure,Abigail,33,Data Science,abigail.faure@student.edu
ST20142,Thomas,Jules,24,Commerce International,jules.thomas@student.edu
ST26272,Miller,Sophia,23,Management International,sophia.miller@student.edu
ST24525,Johnson,Arthur,21,Innovation Technologique,arthur.johnson@student.edu
ST21279,Bonnet,Mia,35,Data Science,mia.bonnet@student.edu
ST27216,Bertrand,Henry,18,Management International,henry.bertrand@student.edu
ST24206,Garnier,Inès,32,Marketing Digital,inès.garnier@student.edu
ST22132,Taylor,Charlotte,32,Finance,charlotte.taylor@student.edu
ST29166,Vincent,Gabriel,35,Intelligence Artificielle,gabriel.vincent@student.edu
ST22169,Andre,Olivia,18,Management International,olivia.andre@student.edu
ST23817,Mercier,Nathan,34,Commerce International,nathan.mercier@student.edu
ST24501,Laurent,Lucas,31,Cybersécurité,lucas.laurent@student.edu
ST20365,Johnson,Oliver,35,Management International,oliver.johnson@student.edu
ST21525,Taylor,Jules,30,Management International,jules.taylor@student.edu
ST23392,Taylor,Ethan,23,Data Science,ethan.taylor@student.edu
ST22382,Bonnet,Sophia,24,Business,sophia.bonnet@student.edu
ST22773,Fournier,Jules,31,Entrepreneuriat,jules.fournier@student.edu
ST22272,Legrand,Clara,33,Commerce International,clara.legrand@student.edu
ST26654,Johnson,Alice,32,Management International,alice.johnson@student.edu
ST22001,Williams,Liam,35,Finance,liam.williams@student.edu
ST28412,Anderson,Sophia,25,Finance,sophia.anderson@student.edu
ST22981,Martin,Liam,22,Cybersécurité,liam.martin@student.edu
ST23221,Davis,Harper,25,Management International,harper.davis@student.edu
ST29228,Williams,Manon,20,Management International,manon.williams@student.edu
ST29448,Girard,Manon,26,Business,manon.girard@student.edu
ST26793,Anderson,James,31,Entrepreneuriat,james.anderson@student.edu
ST24594,Martin,Inès,32,Cybersécurité,inès.martin@student.edu
ST29145,Morel,Jules,33,Commerce International,jules.morel@student.edu
ST25141,Williams,Noah,30,Commerce International,noah.williams@student.edu
ST23206,Brown,Isabella,18,Intelligence Artificielle,isabella.brown@student.edu
ST25457,Martinez,Camille,19,Data Science,camille.martinez@student.edu
ST25236,Michel,Alice,33,Innovation Technologique,alice.michel@student.edu
ST23545,Lefevre,Inès,31,Innovation Technologique,inès.lefevre@student.edu
ST27078,Bonnet,Emma,25,Cybersécurité,emma.bonnet@student.edu
ST22842,Mercier,Gabriel,22,Management International,gabriel.mercier@student.edu
ST21832,Martin,Evelyn,21,Finance,evelyn.martin@student.edu
ST28443,Bertrand,Jack,34,Finance,jack.bertrand@student.edu
ST27438,Durand,Hugo,32,Marketing Digital,hugo.durand@student.edu
ST28935,Moreau,Benjamin,20,Entrepreneuriat,benjamin.moreau@student.edu
ST24286,Girard,Harper,18,Cybersécurité,harper.girard@student.edu
ST29363,David,James,33,Data Science,james.david@student.edu
ST29104,Taylor,Jules,27,Innovation Technologique,jules.taylor@student.edu
ST27502,François,Chloé,18,Data Science,chloé.françois@student.edu
ST24276,Dubois,Léa,32,Management International,léa.dubois@student.edu
ST29423,Martinez,Liam,35,Management International,liam.martinez@student.edu
ST28323,Durand,Clara,34,Marketing Digital,clara.durand@student.edu
ST29999,Brown,Camille,30,Cybersécurité,camille.brown@student.edu
ST20051,Vincent,Jack,22,Management International,jack.vincent@student.edu
ST29830,Laurent,Sofia,25,Cybersécurité,sofia.laurent@student.edu
ST20269,Martin,Manon,22,Innovation Technologique,manon.martin@student.edu
ST23979,Girard,Manon,22,Cybersécurité,manon.girard@student.edu
ST22570,Moreau,Charlotte,21,Entrepreneuriat,charlotte.moreau@student.edu
ST25008,Girard,Sofia,25,Entrepreneuriat,sofia.girard@student.edu
ST23682,Michel,Inès,28,Finance,inès.michel@student.edu
ST20414,Wilson,Sarah,28,Business,sarah.wilson@student.edu
ST25040,Laurent,Léa,20,Cybersécurité,léa.laurent@student.edu
ST21815,Garnier,Sophia,31,Business,sophia.garnier@student.edu
ST25360,Girard,Amelia,27,Data Science,amelia.girard@student.edu
ST25656,Morel,Hugo,22,Business,hugo.morel@student.edu
ST21853,François,Evelyn,32,Entrepreneuriat,evelyn.françois@student.edu
ST23957,Moreau,Léo,29,Cybersécurité,léo.moreau@student.edu
ST22142,Martinez,Inès,29,Cybersécurité,inès.martinez@student.edu
ST26827,Durand,Sophia,19,Commerce International,sophia.durand@student.edu
ST29873,Jones,Ethan,29,Cybersécurité,ethan.jones@student.edu
ST29492,Johnson,Liam,21,Intelligence Artificielle,liam.johnson@student.edu
ST29745,Martin,Elijah,20,Management International,elijah.martin@student.edu
ST23307,Thomas,Gabriel,29,Marketing Digital,gabriel.thomas@student.edu
ST23269,Simon,Arthur,18,Entrepreneuriat,arthur.simon@student.edu
ST22252,Petit,Oliver,19,Cybersécurité,oliver.petit@student.edu
ST22332,Lefevre,Jules,33,Commerce International,jules.lefevre@student.edu
ST22132,Brown,James,30,Intelligence Artificielle,james.brown@student.edu
ST21583,Petit,Evelyn,33,Finance,evelyn.petit@student.edu
ST23285,Bertrand,Léa,29,Intelligence Artificielle,léa.bertrand@student.edu
ST22028,Andre,Jack,23,Data Science,jack.andre@student.edu
ST25795,Durand,Benjamin,30,Finance,benjamin.durand@student.edu
ST24579,Michel,Alice,29,Marketing Digital,alice.michel@student.edu
ST29690,Richard,Amelia,33,Cybersécurité,amelia.richard@student.edu
ST20581,Robert,Chloé,31,Intelligence Artificielle,chloé.robert@student.edu
ST21338,Jones,Amelia,26,Commerce International,amelia.jones@student.edu
ST22196,David,Louis,23,Commerce International,louis.david@student.edu
ST21958,Michel,Henry,27,Management International,henry.michel@student.edu
ST27233,Taylor,Henry,27,Marketing Digital,henry.taylor@student.edu
ST23606,Wilson,Manon,35,Management International,manon.wilson@student.edu
ST21878,Michel,Benjamin,23,Marketing Digital,benjamin.michel@student.edu
ST26036,Petit,Harper,24,Innovation Technologique,harper.petit@student.edu
ST26311,Michel,Sophia,27,Commerce International,sophia.michel@student.edu
ST29822,Moreau,Abigail,34,Innovation Technologique,abigail.moreau@student.edu
ST27727,Garnier,Evelyn,26,Intelligence Artificielle,evelyn.garnier@student.edu
ST23725,Dubois,Noah,35,Entrepreneuriat,noah.dubois@student.edu
ST24799,Davis,Manon,34,Finance,manon.davis@student.edu
ST27845,Laurent,Charlotte,20,Marketing Digital,charlotte.laurent@student.edu
ST24799,Lefebvre,James,29,Management International,james.lefebvre@student.edu
ST24653,Simon,Evelyn,26,Intelligence Artificielle,evelyn.simon@student.edu
ST20791,Davis,Evelyn,32,Entrepreneuriat,evelyn.davis@student.edu
ST20813,Garnier,Adam,20,Management International,adam.garnier@student.edu
ST26321,Johnson,Nathan,24,Cybersécurité,nathan.johnson@student.edu
ST21316,Davis,William,30,Business,william.davis@student.edu
ST23352,Robert,Camille,30,Management International,camille.robert@student.edu
ST27946,Lefebvre,Hugo,33,Intelligence Artificielle,hugo.lefebvre@student.edu
ST24558,Thomas,Nathan,18,Finance,nathan.thomas@student.edu
ST29823,Faure,Jack,30,Entrepreneuriat,jack.faure@student.edu
ST24955,Wilson,Clara,23,Management International,clara.wilson@student.edu
ST20879,Taylor,Adam,32,Marketing Digital,adam.taylor@student.edu
ST20345,Garnier,Olivia,30,Business,olivia.garnier@student.edu
ST27884,Legrand,Isabella,30,Cybersécurité,isabella.legrand@student.edu
ST26424,Laurent,Inès,28,Finance,inès.laurent@student.edu
ST27687,Moreau,Clara,34,Data Science,clara.moreau@student.edu
ST24546,Davis,Evelyn,23,Marketing Digital,evelyn.davis@student.edu
ST20609,Wilson,Manon,25,Finance,manon.wilson@student.edu
ST29208,Petit,Gabriel,18,Intelligence Artificielle,gabriel.petit@student.edu
ST27502,Fournier,Chloé,35,Commerce International,chloé.fournier@student.edu
ST22580,Vincent,Sofia,19,Intelligence Artificielle,sofia.vincent@student.edu
ST28366,Thomas,Liam,32,Data Science,liam.thomas@student.edu
ST23863,Moore,Sophia,24,Marketing Digital,sophia.moore@student.edu
ST24341,Roux,William,29,Management International,william.roux@student.edu
ST22580,Martin,Lucas,35,Commerce International,lucas.martin@student.edu
ST22847,Bertrand,Hugo,32,Innovation Technologique,hugo.bertrand@student.edu
ST22546,Roux,Léa,25,Cybersécurité,léa.roux@student.edu
ST27036,Dubois,Léa,32,Data Science,léa.dubois@student.edu
ST20011,Robert,Harper,29,Data Science,harper.robert@student.edu
ST25514,Bernard,Amelia,35,Entrepreneuriat,amelia.bernard@student.edu
ST26872,Durand,Theodore,32,Marketing Digital,theodore.durand@student.edu
ST26559,Lefevre,Noah,22,Intelligence Artificielle,noah.lefevre@student.edu
ST22037,Fournier,Chloé,33,Finance,chloé.fournier@student.edu
ST27449,Petit,Camille,21,Cybersécurité,camille.petit@student.edu
ST26514,Martin,Olivia,26,Management International,olivia.martin@student.edu
ST23211,Moore,Arthur,18,Commerce International,arthur.moore@student.edu
ST22612,Mercier,Jules,33,Cybersécurité,jules.mercier@student.edu
ST23843,Fournier,Mia,26,Entrepreneuriat,mia.fournier@student.edu
ST29243,Garnier,Charlotte,29,Entrepreneuriat,charlotte.garnier@student.edu
ST21763,Bonnet,Benjamin,18,Innovation Technologique,benjamin.bonnet@student.edu
ST21528,Faure,Abigail,33,Commerce International,abigail.faure@student.edu
ST28717,Morel,Léo,19,Cybersécurité,léo.morel@student.edu
ST27529,Garcia,Amelia,35,Marketing Digital,amelia.garcia@student.edu
ST28410,Roux,Mia,27,Innovation Technologique,mia.roux@student.edu
ST20909,Fournier,Amelia,34,Finance,amelia.fournier@student.edu
ST29138,Garcia,Noah,30,Innovation Technologique,noah.garcia@student.edu
ST21875,Davis,Hugo,20,Intelligence Artificielle,hugo.davis@student.edu
ST20089,Vincent,Ethan,19,Finance,ethan.vincent@student.edu
ST29272,Brown,Clara,27,Intelligence Artificielle,clara.brown@student.edu
ST21603,Dubois,Charlotte,35,Marketing Digital,charlotte.dubois@student.edu
ST20310,Lefebvre,Harper,29,Management International,harper.lefebvre@student.edu
ST28743,Michel,Evelyn,32,Management International,evelyn.michel@student.edu
ST25791,Taylor,Lucas,28,Business,lucas.taylor@student.edu
ST25331,Taylor,Arthur,22,Innovation Technologique,arthur.taylor@student.edu
ST20962,Girard,Oliver,20,Cybersécurité,oliver.girard@student.edu
ST26736,Garnier,Liam,20,Business,liam.garnier@student.edu
ST23944,David,Theodore,22,Intelligence Artificielle,theodore.david@student.edu
ST21381,Anderson,Arthur,19,Marketing Digital,arthur.anderson@student.edu
ST27426,Garcia,Léa,20,Innovation Technologique,léa.garcia@student.edu
ST27082,Robert,James,24,Intelligence Artificielle,james.robert@student.edu
ST23058,Mercier,Lucas,20,Cybersécurité,lucas.mercier@student.edu
ST22919,Taylor,Mia,20,Finance,mia.taylor@student.edu
ST22733,Dubois,Mia,33,Data Science,mia.dubois@student.edu
ST28254,François,Emma,20,Entrepreneuriat,emma.françois@student.edu
ST28042,Moreau,Louise,23,Innovation Technologique,louise.moreau@student.edu
ST25075,Bonnet,Elijah,25,Intelligence Artificielle,elijah.bonnet@student.edu
ST24439,Taylor,Noah,35,Intelligence Artificielle,noah.taylor@student.edu
ST20053,Johnson,Mia,27,Finance,mia.johnson@student.edu
ST23228,Bernard,Emma,28,Business,emma.bernard@student.edu
ST28948,Martin,Inès,25,Entrepreneuriat,inès.martin@student.edu
ST28902,Moore,Noah,19,Finance,noah.moore@student.edu
ST24839,Bernard,Arthur,18,Commerce International,arthur.bernard@student.edu
ST29525,Michel,Olivia,26,Business,olivia.michel@student.edu
ST20238,Vincent,Elijah,23,Data Science,elijah.vincent@student.edu
ST20981,Fournier,Jules,35,Management International,jules.fournier@student.edu
ST20677,Anderson,Sophia,19,Entrepreneuriat,sophia.anderson@student.edu
ST26741,Bernard,Abigail,29,Cybersécurité,abigail.bernard@student.edu
ST28028,Richard,Oliver,19,Data Science,oliver.richard@student.edu
ST20482,Martin,Abigail,22,Innovation Technologique,abigail.martin@student.edu
ST21444,Lefevre,Alice,26,Finance,alice.lefevre@student.edu
ST29759,Mercier,James,25,Entrepreneuriat,james.mercier@student.edu
ST28003,Michel,Harper,32,Innovation Technologique,harper.michel@student.edu
ST24448,Johnson,Clara,29,Business,clara.johnson@student.edu
ST25278,Martinez,Henry,27,Cybersécurité,henry.martinez@student.edu
ST20425,Fournier,Evelyn,19,Cybersécurité,evelyn.fournier@student.edu
ST24552,Garnier,Isabella,27,Management International,isabella.garnier@student.edu
ST29313,Legrand,Liam,31,Marketing Digital,liam.legrand@student.edu
ST26598,Michel,Jules,29,Commerce International,jules.michel@student.edu
ST29286,Vincent,Emma,22,Management International,emma.vincent@student.edu
ST21305,Williams,Olivia,22,Finance,olivia.williams@student.edu
ST20456,Vincent,Inès,34,Entrepreneuriat,inès.vincent@student.edu
ST23304,Anderson,Manon,24,Intelligence Artificielle,manon.anderson@student.edu
ST20294,Faure,Léa,26,Data Science,léa.faure@student.edu
ST28894,Richard,Benjamin,23,Business,benjamin.richard@student.edu
ST24175,Taylor,James,18,Finance,james.taylor@student.edu
ST27078,Jones,Hugo,28,Data Science,hugo.jones@student.edu
ST27194,Bertrand,Sophia,31,Innovation Technologique,sophia.bertrand@student.edu
ST29724,Laurent,Jules,31,Management International,jules.laurent@student.edu
ST29226,Richard,Olivia,19,Intelligence Artificielle,olivia.richard@student.edu
ST25282,Davis,Sophia,34,Entrepreneuriat,sophia.davis@student.edu
ST26872,Taylor,Nathan,28,Commerce International,nathan.taylor@student.edu
ST29968,Jones,Harper,23,Innovation Technologique,harper.jones@student.edu
ST26267,Morel,Mia,34,Cybersécurité,mia.morel@student.edu
ST27673,Moore,Lucas,22,Marketing Digital,lucas.moore@student.edu
ST23884,Richard,Léa,30,Marketing Digital,léa.richard@student.edu
ST20505,Laurent,Chloé,35,Innovation Technologique,chloé.laurent@student.edu
ST24511,Wilson,Mia,19,Marketing Digital,mia.wilson@student.edu
ST27230,Andre,Isabella,20,Entrepreneuriat,isabella.andre@student.edu
ST23908,Roux,Chloé,23,Finance,chloé.roux@student.edu
ST23594,Lefebvre,Adam,30,Intelligence Artificielle,adam.lefebvre@student.edu
ST23611,Williams,Isabella,34,Marketing Digital,isabella.williams@student.edu
ST20814,Williams,Emma,31,Cybersécurité,emma.williams@student.edu
ST23494,Lefevre,Sofia,26,Entrepreneuriat,sofia.lefevre@student.edu
ST26262,Fournier,Olivia,27,Cybersécurité,olivia.fournier@student.edu
ST20923,Girard,Léo,22,Management International,léo.girard@student.edu
ST25054,Simon,Louise,29,Marketing Digital,louise.simon@student.edu
ST27671,Robert,Elijah,21,Data Science,elijah.robert@student.edu
ST26976,Michel,Nathan,18,Data Science,nathan.michel@student.edu
ST27794,Roux,Ethan,24,Business,ethan.roux@student.edu
ST23999,Johnson,Abigail,30,Cybersécurité,abigail.johnson@student.edu
ST20050,Bertrand,Adam,25,Data Science,adam.bertrand@student.edu
ST29817,Simon,Ethan,21,Cybersécurité,ethan.simon@student.edu
ST27681,Robert,Noah,29,Cybersécurité,noah.robert@student.edu
ST27074,Wilson,William,34,Innovation Technologique,william.wilson@student.edu
ST28101,Bernard,Theodore,34,Marketing Digital,theodore.bernard@student.edu
ST26915,Lefevre,Inès,19,Marketing Digital,inès.lefevre@student.edu
ST22942,Martinez,Harper,27,Management International,harper.martinez@student.edu
ST22951,Bonnet,Elijah,22,Commerce International,elijah.bonnet@student.edu
ST26682,Vincent,Gabriel,31,Entrepreneuriat,gabriel.vincent@student.edu
ST27324,Davis,Jack,27,Marketing Digital,jack.davis@student.edu
ST24197,Brown,Louise,27,Marketing Digital,louise.brown@student.edu
ST21105,Moore,Hugo,23,Cybersécurité,hugo.moore@student.edu
ST25070,Robert,Inès,34,Management International,inès.robert@student.edu
ST20324,Durand,Abigail,22,Entrepreneuriat,abigail.durand@student.edu
ST22231,Bertrand,Liam,18,Management International,liam.bertrand@student.edu
ST20134,Moore,James,32,Finance,james.moore@student.edu
ST29325,Laurent,Harper,31,Finance,harper.laurent@student.edu
ST29221,Williams,Olivia,32,Innovation Technologique,olivia.williams@student.edu
ST26614,Faure,Léa,29,Data Science,léa.faure@student.edu
ST25509,Dubois,Sarah,33,Entrepreneuriat,sarah.dubois@student.edu
ST25250,Durand,Abigail,27,Entrepreneuriat,abigail.durand@student.edu
ST21543,Bertrand,Elijah,31,Commerce International,elijah.bertrand@student.edu
ST25545,Williams,Louis,26,Intelligence Artificielle,louis.williams@student.edu
ST23676,Garcia,Evelyn,30,Management International,evelyn.garcia@student.edu
ST27879,Davis,Emma,24,Commerce International,emma.davis@student.edu
ST22829,Bernard,Inès,19,Business,inès.bernard@student.edu
ST23313,Moreau,Adam,33,Cybersécurité,adam.moreau@student.edu
ST27528,Williams,Amelia,34,Finance,amelia.williams@student.edu
ST28307,Mercier,James,30,Commerce International,james.mercier@student.edu
ST26794,Laurent,Noah,34,Marketing Digital,noah.laurent@student.edu
ST20803,David,Ethan,28,Entrepreneuriat,ethan.david@student.edu
ST29983,Andre,James,23,Data Science,james.andre@student.edu
ST25390,Lefevre,Manon,23,Finance,manon.lefevre@student.edu
ST22885,Lefevre,Manon,34,Management International,manon.lefevre@student.edu
ST20342,Garnier,Nathan,25,Innovation Technologique,nathan.garnier@student.edu
ST20496,Martinez,Arthur,34,Marketing Digital,arthur.martinez@student.edu
ST29473,Williams,Sarah,35,Finance,sarah.williams@student.edu
ST22181,François,Camille,30,Innovation Technologique,camille.françois@student.edu
ST22214,Legrand,Liam,33,Management International,liam.legrand@student.edu
ST25507,David,Ethan,26,Finance,ethan.david@student.edu
ST27572,David,Theodore,21,Data Science,theodore.david@student.edu
ST28795,Martin,Liam,32,Marketing Digital,liam.martin@student.edu
ST29604,Simon,Sofia,20,Finance,sofia.simon@student.edu
ST24187,Faure,Inès,20,Entrepreneuriat,inès.faure@student.edu
ST27432,Petit,Lucas,27,Data Science,lucas.petit@student.edu
ST26257,Bernard,Léo,30,Finance,léo.bernard@student.edu
ST22494,Williams,Sarah,24,Business,sarah.williams@student.edu
ST29683,David,Charlotte,22,Business,charlotte.david@student.edu
ST22150,Brown,Harper,23,Entrepreneuriat,harper.brown@student.edu
ST25809,Robert,Chloé,21,Intelligence Artificielle,chloé.robert@student.edu
ST24149,Mercier,Evelyn,33,Entrepreneuriat,evelyn.mercier@student.edu
ST29753,Garcia,Noah,21,Management International,noah.garcia@student.edu
ST22113,Lefevre,Camille,30,Marketing Digital,camille.lefevre@student.edu
ST25730,Dubois,Léo,18,Data Science,léo.dubois@student.edu
ST24032,Faure,Manon,28,Commerce International,manon.faure@student.edu
ST27999,Taylor,Louise,21,Marketing Digital,louise.taylor@student.edu
ST29491,Dubois,Theodore,35,Data Science,theodore.dubois@student.edu
ST27237,Garcia,Inès,22,Commerce International,inès.garcia@student.edu
ST25808,Davis,Isabella,30,Entrepreneuriat,isabella.davis@student.edu
ST26360,Robert,Jack,35,Entrepreneuriat,jack.robert@student.edu
ST22073,Fournier,Evelyn,22,Management International,evelyn.fournier@student.edu
ST27778,Johnson,Abigail,27,Data Science,abigail.johnson@student.edu
ST28752,Vincent,Sarah,32,Commerce International,sarah.vincent@student.edu
ST24162,Garnier,Jules,23,Commerce International,jules.garnier@student.edu
ST23636,Wilson,Olivia,31,Intelligence Artificielle,olivia.wilson@student.edu
ST25557,Bonnet,Louis,20,Business,louis.bonnet@student.edu
ST27372,Bernard,Chloé,34,Innovation Technologique,chloé.bernard@student.edu
ST22726,Fournier,Amelia,19,Entrepreneuriat,amelia.fournier@student.edu
ST20590,Mercier,Emma,18,Marketing Digital,emma.mercier@student.edu
ST28404,Simon,Mia,33,Innovation Technologique,mia.simon@student.edu
ST25583,Laurent,Elijah,19,Cybersécurité,elijah.laurent@student.edu
ST25117,Garcia,Henry,34,Business,henry.garcia@student.edu
ST24734,David,Liam,33,Entrepreneuriat,liam.david@student.edu
ST27567,Brown,Evelyn,19,Entrepreneuriat,evelyn.brown@student.edu
ST21792,Bonnet,Lucas,30,Intelligence Artificielle,lucas.bonnet@student.edu
ST22686,Johnson,Sofia,26,Intelligence Artificielle,sofia.johnson@student.edu
ST22718,Johnson,Camille,24,Intelligence Artificielle,camille.johnson@student.edu
ST25321,Williams,Evelyn,21,Management International,evelyn.williams@student.edu
ST23791,Faure,Sarah,21,Commerce International,sarah.faure@student.edu
ST20899,Andre,Henry,18,Intelligence Artificielle,henry.andre@student.edu
ST20815,Bertrand,Lucas,20,Management International,lucas.bertrand@student.edu
ST22428,Legrand,Léa,21,Finance,léa.legrand@student.edu
ST28480,Taylor,Elijah,34,Management International,elijah.taylor@student.edu
ST23803,Johnson,James,24,Finance,james.johnson@student.edu
ST22114,Fournier,Theodore,21,Intelligence Artificielle,theodore.fournier@student.edu
ST25921,Brown,Oliver,30,Commerce International,oliver.brown@student.edu
ST28145,Miller,Hugo,30,Data Science,hugo.miller@student.edu
ST22249,Wilson,Evelyn,22,Innovation Technologique,evelyn.wilson@student.edu
ST27842,Williams,Adam,27,Finance,adam.williams@student.edu
ST20393,Petit,Theodore,18,Entrepreneuriat,theodore.petit@student.edu
ST27038,Garcia,Abigail,28,Cybersécurité,abigail.garcia@student.edu
ST28963,Girard,Amelia,20,Data Science,amelia.girard@student.edu
ST27375,Lefebvre,Liam,26,Marketing Digital,liam.lefebvre@student.edu
ST26162,Williams,Mia,33,Innovation Technologique,mia.williams@student.edu
ST20884,Martinez,Léo,24,Management International,léo.martinez@student.edu
ST27471,Laurent,Olivia,34,Commerce International,olivia.laurent@student.edu
ST28654,Garcia,Léo,21,Business,léo.garcia@student.edu
ST21353,Roux,Hugo,27,Business,hugo.roux@student.edu
ST25121,Garcia,Oliver,31,Cybersécurité,oliver.garcia@student.edu
ST24169,Fournier,Theodore,31,Management International,theodore.fournier@student.edu
ST20911,Vincent,Jules,22,Innovation Technologique,jules.vincent@student.edu
ST28831,Williams,Louis,30,Management International,louis.williams@student.edu
ST22600,Bertrand,Amelia,26,Management International,amelia.bertrand@student.edu
ST20113,Michel,Theodore,21,Commerce International,theodore.michel@student.edu
ST21225,Michel,Ethan,29,Management International,ethan.michel@student.edu
ST29947,Mercier,Camille,23,Business,camille.mercier@student.edu
ST28451,Miller,Harper,18,Cybersécurité,harper.miller@student.edu
ST22549,Anderson,Elijah,26,Management International,elijah.anderson@student.edu
ST28017,Michel,Benjamin,20,Data Science,benjamin.michel@student.edu
ST22927,Michel,Clara,20,Finance,clara.michel@student.edu
